Product Type,Product Weight (kg),Purpose,Vehicle Type,maxWeightCapacity
Leafy Greens,1583,perishable goods,Small Refrigerated Truck,1746
Vegetables,7189,crops,Dropside Truck,9186
Frozen Fish,6334,perishable goods,Large Refrigerated Truck,7375
Cows,5626,livestock,Large Livestock Truck,6499
Meat,7859,perishable goods,Large Refrigerated Truck,8128
Meat,8011,perishable goods,Large Refrigerated Truck,8782
Pigs,3209,livestock,Large Livestock Truck,5002
Milk,3465,perishable goods,Medium Refrigerated Truck,5259
Pigs,8689,livestock,10 wheeler Livestock Truck,9725
Vegetables,2343,crops,Elf Truck,3510
Leafy Greens,11585,perishable goods,10 wheeler Reefer Truck,12652
Frozen Fish,9186,perishable goods,10 wheeler Reefer Truck,11131
Meat,529,perishable goods,Small Refrigerated Van,671
Goats,2719,livestock,Medium Livestock Truck,3772
Milk,11376,perishable goods,10 wheeler Reefer Truck,12126
Frozen Fish,10472,perishable goods,10 wheeler Reefer Truck,11927
Leafy Greens,8167,perishable goods,Large Refrigerated Truck,9673
Fruits,7396,crops,Dropside Truck,8086
Eggs,497,perishable goods,Small Refrigerated Van,1897
Fruits,2653,crops,Elf Truck,4627
Eggs,9145,perishable goods,10 wheeler Reefer Truck,10088
Fresh Vegetables,7846,perishable goods,Large Refrigerated Truck,9560
Vegetables,7198,crops,Dropside Truck,7913
Goats,1683,livestock,Medium Livestock Truck,1930
Chickens,4891,livestock,Large Livestock Truck,5573
Meat,3724,perishable goods,Medium Refrigerated Truck,4896
Frozen Fish,2597,perishable goods,Small Refrigerated Truck,3063
Corn,12189,crops,10 Wheeler Dump Truck,13607
Corn,11905,crops,10 Wheeler Cargo Truck,13795
Fruits,174,crops,Tricycle,1435
Leafy Greens,1000,perishable goods,Medium Refrigerated Van,1925
Meat,9194,perishable goods,10 wheeler Reefer Truck,10225
Eggs,11714,perishable goods,10 wheeler Reefer Truck,11925
Fresh Vegetables,1069,perishable goods,Medium Refrigerated Van,1437
Frozen Fish,4232,perishable goods,Medium Refrigerated Truck,6211
Fruits,13520,crops,10 Wheeler Dump Truck,14151
Rice,4368,crops,Heavy Duty Pickup Truck,5717
Rice,3622,crops,Heavy Duty Pickup Truck,5116
Goats,6842,livestock,Large Livestock Truck,7587
Leafy Greens,5913,perishable goods,Large Refrigerated Truck,6095
Fruits,5855,crops,Dropside Truck,7852
Leafy Greens,11415,perishable goods,10 wheeler Reefer Truck,12975
Corn,11257,crops,10 Wheeler Cargo Truck,12577
Pigs,6262,livestock,Large Livestock Truck,6571
Corn,2031,crops,Elf Truck,3983
Pigs,7875,livestock,10 wheeler Livestock Truck,9703
Leafy Greens,5741,perishable goods,Large Refrigerated Truck,6891
Chickens,1941,livestock,Medium Livestock Truck,2736
Meat,160,perishable goods,Small Refrigerated Van,2045
Chickens,1093,livestock,Small Livestock Truck,2481
Pigs,2323,livestock,Medium Livestock Truck,4315
Pigs,10609,livestock,10 wheeler Livestock Truck,11032
Milk,7,perishable goods,Small Refrigerated Van,1510
Fruits,5479,crops,Dropside Truck,6840
Vegetables,6399,crops,Dropside Truck,7620
Rice,4780,crops,Dropside Truck,6220
Corn,13404,crops,10 Wheeler Dump Truck,15344
Vegetables,12348,crops,10 Wheeler Dump Truck,13678
Goats,9882,livestock,10 wheeler Livestock Truck,11410
Fruits,4041,crops,Heavy Duty Pickup Truck,4354
Goats,7706,livestock,10 wheeler Livestock Truck,9156
Chickens,6591,livestock,Large Livestock Truck,7361
Fresh Vegetables,9767,perishable goods,10 wheeler Reefer Truck,10487
Goats,1585,livestock,Medium Livestock Truck,3207
Fruits,217,crops,Tricycle,1976
Meat,5620,perishable goods,Large Refrigerated Truck,6350
Eggs,5098,perishable goods,Large Refrigerated Truck,5800
Frozen Fish,6650,perishable goods,Large Refrigerated Truck,8042
Fresh Vegetables,7612,perishable goods,Large Refrigerated Truck,7854
Fresh Vegetables,2004,perishable goods,Small Refrigerated Truck,3620
Meat,8869,perishable goods,Large Refrigerated Truck,9845
Leafy Greens,182,perishable goods,Small Refrigerated Van,800
Eggs,9761,perishable goods,10 wheeler Reefer Truck,10198
Milk,9174,perishable goods,10 wheeler Reefer Truck,10153
Cows,4487,livestock,Large Livestock Truck,6234
Goats,8014,livestock,10 wheeler Livestock Truck,9274
Eggs,7939,perishable goods,Large Refrigerated Truck,9786
Corn,2389,crops,Elf Truck,3425
Meat,4072,perishable goods,Medium Refrigerated Truck,4825
Frozen Fish,9965,perishable goods,10 wheeler Reefer Truck,11835
Fruits,5052,crops,Dropside Truck,5583
Goats,7784,livestock,10 wheeler Livestock Truck,8627
Frozen Fish,11658,perishable goods,10 wheeler Reefer Truck,12158
Cows,3925,livestock,Large Livestock Truck,4351
Pigs,6458,livestock,Large Livestock Truck,6937
Vegetables,1549,crops,Elf Truck,1782
Leafy Greens,5994,perishable goods,Large Refrigerated Truck,7755
Pigs,9071,livestock,10 wheeler Livestock Truck,9242
Frozen Fish,5545,perishable goods,Large Refrigerated Truck,6909
Corn,14203,crops,10 Wheeler Dump Truck,16173
Frozen Fish,6846,perishable goods,Large Refrigerated Truck,7671
Rice,3862,crops,Heavy Duty Pickup Truck,4835
Goats,6885,livestock,Large Livestock Truck,8585
Meat,8039,perishable goods,Large Refrigerated Truck,8182
Vegetables,6329,crops,Dropside Truck,7062
Pigs,7812,livestock,10 wheeler Livestock Truck,9420
Vegetables,2813,crops,Elf Truck,3514
Rice,2831,crops,Large Pickup Truck,4762
Fresh Vegetables,11695,perishable goods,10 wheeler Reefer Truck,12125
Milk,4170,perishable goods,Medium Refrigerated Truck,5291
Cows,4192,livestock,Large Livestock Truck,4711
Cows,2858,livestock,Medium Livestock Truck,3226
Corn,13390,crops,10 Wheeler Dump Truck,15034
Frozen Fish,10883,perishable goods,10 wheeler Reefer Truck,11101
Fruits,10865,crops,10 Wheeler Cargo Truck,11183
Vegetables,8817,crops,10 Wheeler Cargo Truck,10486
Chickens,10151,livestock,10 wheeler Livestock Truck,10713
Vegetables,7997,crops,Dropside Truck,8433
Goats,4239,livestock,Large Livestock Truck,4637
Fruits,14004,crops,10 Wheeler Dump Truck,15808
Eggs,8979,perishable goods,Large Refrigerated Truck,9524
Eggs,2738,perishable goods,Small Refrigerated Truck,4241
Goats,869,livestock,Small Livestock Truck,2570
Leafy Greens,10555,perishable goods,10 wheeler Reefer Truck,11732
Fresh Vegetables,10008,perishable goods,10 wheeler Reefer Truck,11074
Leafy Greens,9416,perishable goods,10 wheeler Reefer Truck,10414
Chickens,6287,livestock,Large Livestock Truck,7513
Fresh Vegetables,2805,perishable goods,Small Refrigerated Truck,3340
Cows,8577,livestock,10 wheeler Livestock Truck,9243
Eggs,2096,perishable goods,Small Refrigerated Truck,2276
Frozen Fish,4520,perishable goods,Medium Refrigerated Truck,4916
Corn,11642,crops,10 Wheeler Dump Truck,11855
Pigs,4064,livestock,Large Livestock Truck,4585
Meat,2866,perishable goods,Small Refrigerated Truck,3802
Fruits,13793,crops,10 Wheeler Dump Truck,15176
Vegetables,7104,crops,Dropside Truck,8202
Pigs,3609,livestock,Large Livestock Truck,5521
Leafy Greens,2683,perishable goods,Small Refrigerated Truck,4059
Fresh Vegetables,4000,perishable goods,Medium Refrigerated Truck,5891
Milk,7497,perishable goods,Large Refrigerated Truck,7788
Pigs,9191,livestock,10 wheeler Livestock Truck,9808
Fresh Vegetables,3324,perishable goods,Medium Refrigerated Truck,4534
Vegetables,1076,crops,Small Pickup Truck,2537
Corn,13079,crops,10 Wheeler Dump Truck,13932
Fresh Vegetables,9035,perishable goods,10 wheeler Reefer Truck,9545
Eggs,6878,perishable goods,Large Refrigerated Truck,7164
Cows,9778,livestock,10 wheeler Livestock Truck,9905
Goats,10371,livestock,10 wheeler Livestock Truck,11902
Meat,6175,perishable goods,Large Refrigerated Truck,6965
Goats,4750,livestock,Large Livestock Truck,6336
Pigs,9022,livestock,10 wheeler Livestock Truck,9634
Corn,2162,crops,Elf Truck,2715
Vegetables,244,crops,Tricycle,804
Goats,9747,livestock,10 wheeler Livestock Truck,10760
Milk,2651,perishable goods,Small Refrigerated Truck,4134
Goats,3880,livestock,Large Livestock Truck,5596
Meat,6626,perishable goods,Large Refrigerated Truck,8429
Cows,169,livestock,Small Livestock Truck,1094
Fresh Vegetables,7573,perishable goods,Large Refrigerated Truck,9206
Leafy Greens,4843,perishable goods,Medium Refrigerated Truck,6306
Vegetables,12104,crops,10 Wheeler Dump Truck,13803
Fruits,5875,crops,Dropside Truck,7120
Fruits,3084,crops,Large Pickup Truck,3690
Leafy Greens,6235,perishable goods,Large Refrigerated Truck,7020
Cows,4186,livestock,Large Livestock Truck,5370
Vegetables,2623,crops,Elf Truck,2987
Chickens,596,livestock,Small Livestock Truck,1955
Meat,11676,perishable goods,10 wheeler Reefer Truck,12321
Pigs,7471,livestock,10 wheeler Livestock Truck,8273
Meat,2170,perishable goods,Small Refrigerated Truck,4010
Milk,903,perishable goods,Medium Refrigerated Van,2643
Vegetables,14028,crops,10 Wheeler Dump Truck,14952
Rice,5892,crops,Dropside Truck,7779
Corn,12174,crops,10 Wheeler Dump Truck,14094
Leafy Greens,7414,perishable goods,Large Refrigerated Truck,8278
Cows,3594,livestock,Large Livestock Truck,5087
Cows,3064,livestock,Large Livestock Truck,4748
Meat,11,perishable goods,Small Refrigerated Van,247
Cows,7275,livestock,10 wheeler Livestock Truck,8064
Leafy Greens,7578,perishable goods,Large Refrigerated Truck,8447
Fresh Vegetables,5973,perishable goods,Large Refrigerated Truck,6817
Frozen Fish,4191,perishable goods,Medium Refrigerated Truck,5261
Eggs,1654,perishable goods,Small Refrigerated Truck,3230
Chickens,3516,livestock,Large Livestock Truck,3705
Goats,8172,livestock,10 wheeler Livestock Truck,9733
Corn,13200,crops,10 Wheeler Dump Truck,14970
Pigs,11877,livestock,10 wheeler Livestock Truck,12477
Meat,9086,perishable goods,10 wheeler Reefer Truck,9812
Goats,4416,livestock,Large Livestock Truck,5193
Fresh Vegetables,9546,perishable goods,10 wheeler Reefer Truck,10890
Fresh Vegetables,10448,perishable goods,10 wheeler Reefer Truck,12283
Chickens,7238,livestock,10 wheeler Livestock Truck,8318
Corn,12784,crops,10 Wheeler Dump Truck,14073
Fruits,3664,crops,Heavy Duty Pickup Truck,5163
Fruits,9280,crops,10 Wheeler Cargo Truck,10916
Pigs,5036,livestock,Large Livestock Truck,6558
Frozen Fish,621,perishable goods,Small Refrigerated Van,1738
Rice,8322,crops,10 Wheeler Cargo Truck,9535
Pigs,11505,livestock,10 wheeler Livestock Truck,12183
Eggs,6422,perishable goods,Large Refrigerated Truck,8328
Rice,3737,crops,Heavy Duty Pickup Truck,5708
Goats,4954,livestock,Large Livestock Truck,6578
Fresh Vegetables,8500,perishable goods,Large Refrigerated Truck,10345
Vegetables,4988,crops,Dropside Truck,5470
Meat,4648,perishable goods,Medium Refrigerated Truck,5053
Eggs,11367,perishable goods,10 wheeler Reefer Truck,12844
Eggs,8354,perishable goods,Large Refrigerated Truck,9901
Vegetables,10456,crops,10 Wheeler Cargo Truck,11238
Pigs,7966,livestock,10 wheeler Livestock Truck,8441
Goats,10835,livestock,10 wheeler Livestock Truck,11782
Rice,13115,crops,10 Wheeler Dump Truck,13619
Meat,89,perishable goods,Small Refrigerated Van,1713
Eggs,11178,perishable goods,10 wheeler Reefer Truck,11307
Eggs,4136,perishable goods,Medium Refrigerated Truck,4515
Vegetables,11819,crops,10 Wheeler Cargo Truck,12982
Goats,11970,livestock,10 wheeler Livestock Truck,12440
Goats,2964,livestock,Medium Livestock Truck,3876
Vegetables,5630,crops,Dropside Truck,6811
Chickens,3523,livestock,Large Livestock Truck,4606
Meat,9465,perishable goods,10 wheeler Reefer Truck,10671
Frozen Fish,10828,perishable goods,10 wheeler Reefer Truck,11437
Frozen Fish,4815,perishable goods,Medium Refrigerated Truck,6631
Corn,12713,crops,10 Wheeler Dump Truck,13930
Rice,6184,crops,Dropside Truck,8007
Vegetables,3271,crops,Elf Truck,4485
Fresh Vegetables,11712,perishable goods,10 wheeler Reefer Truck,12933
Fresh Vegetables,5768,perishable goods,Large Refrigerated Truck,7768
Chickens,7254,livestock,10 wheeler Livestock Truck,8995
Pigs,223,livestock,Small Livestock Truck,1806
Rice,6665,crops,Dropside Truck,8615
Fruits,2264,crops,Elf Truck,4044
Fruits,7549,crops,Dropside Truck,7706
Corn,1184,crops,Large Delivery Van,1762
Goats,7128,livestock,10 wheeler Livestock Truck,8016
Cows,6416,livestock,Large Livestock Truck,8390
Frozen Fish,11537,perishable goods,10 wheeler Reefer Truck,12774
Leafy Greens,2877,perishable goods,Small Refrigerated Truck,3530
Vegetables,3638,crops,Heavy Duty Pickup Truck,5396
Fruits,3782,crops,Heavy Duty Pickup Truck,5199
Eggs,10871,perishable goods,10 wheeler Reefer Truck,11529
Milk,4174,perishable goods,Medium Refrigerated Truck,5375
Goats,4155,livestock,Large Livestock Truck,4835
Fruits,344,crops,Tricycle,719
Leafy Greens,3243,perishable goods,Medium Refrigerated Truck,4175
Fresh Vegetables,11813,perishable goods,10 wheeler Reefer Truck,12408
Meat,7690,perishable goods,Large Refrigerated Truck,8382
Eggs,1500,perishable goods,Large Refrigerated Van,2854
Pigs,11074,livestock,10 wheeler Livestock Truck,12812
Frozen Fish,4123,perishable goods,Medium Refrigerated Truck,5073
Pigs,8343,livestock,10 wheeler Livestock Truck,9306
Pigs,10118,livestock,10 wheeler Livestock Truck,11070
Corn,14984,crops,10 Wheeler Dump Truck,15615
Cows,992,livestock,Small Livestock Truck,1452
Corn,750,crops,Small Multicab,1817
Vegetables,5212,crops,Dropside Truck,5564
Eggs,5323,perishable goods,Large Refrigerated Truck,6844
Rice,13051,crops,10 Wheeler Dump Truck,13991
Milk,3700,perishable goods,Medium Refrigerated Truck,5562
Corn,11544,crops,10 Wheeler Dump Truck,12111
Cows,371,livestock,Small Livestock Truck,1896
Fresh Vegetables,1065,perishable goods,Medium Refrigerated Van,1515
Pigs,2107,livestock,Medium Livestock Truck,3946
Fruits,11783,crops,10 Wheeler Cargo Truck,12947
Goats,130,livestock,Small Livestock Truck,1198
Milk,7589,perishable goods,Large Refrigerated Truck,8701
Meat,9604,perishable goods,10 wheeler Reefer Truck,10295
Rice,9731,crops,10 Wheeler Cargo Truck,10920
Eggs,5795,perishable goods,Large Refrigerated Truck,7613
Fruits,7963,crops,Dropside Truck,9956
Corn,5244,crops,Dropside Truck,6072
Vegetables,6916,crops,Dropside Truck,8876
Milk,5869,perishable goods,Large Refrigerated Truck,6743
Fruits,11280,crops,10 Wheeler Dump Truck,12741
Meat,9253,perishable goods,10 wheeler Reefer Truck,9703
Leafy Greens,4457,perishable goods,Medium Refrigerated Truck,6094
Fruits,6274,crops,Dropside Truck,6651
Corn,14373,crops,10 Wheeler Dump Truck,14654
Frozen Fish,5335,perishable goods,Large Refrigerated Truck,6851
Goats,3779,livestock,Large Livestock Truck,5421
Milk,26,perishable goods,Small Refrigerated Van,1839
Chickens,11291,livestock,10 wheeler Livestock Truck,13137
Leafy Greens,6022,perishable goods,Large Refrigerated Truck,6566
Cows,5802,livestock,Large Livestock Truck,6142
Leafy Greens,2488,perishable goods,Small Refrigerated Truck,3177
Corn,13582,crops,10 Wheeler Dump Truck,14278
Pigs,1045,livestock,Small Livestock Truck,1273
Chickens,3902,livestock,Large Livestock Truck,4517
Eggs,9925,perishable goods,10 wheeler Reefer Truck,11348
Cows,6875,livestock,Large Livestock Truck,7252
Meat,1355,perishable goods,Large Refrigerated Van,1610
Fresh Vegetables,4570,perishable goods,Medium Refrigerated Truck,5072
Pigs,2490,livestock,Medium Livestock Truck,4181
Fresh Vegetables,230,perishable goods,Small Refrigerated Van,449
Cows,1416,livestock,Small Livestock Truck,2840
Goats,8460,livestock,10 wheeler Livestock Truck,8832
Pigs,11779,livestock,10 wheeler Livestock Truck,12497
Fruits,14286,crops,10 Wheeler Dump Truck,15787
Pigs,3274,livestock,Large Livestock Truck,5065
Vegetables,13407,crops,10 Wheeler Dump Truck,15087
Rice,10343,crops,10 Wheeler Cargo Truck,11401
Pigs,8878,livestock,10 wheeler Livestock Truck,9486
Rice,1112,crops,Small Delivery Van,1826
Rice,12093,crops,10 Wheeler Dump Truck,13003
Eggs,1047,perishable goods,Medium Refrigerated Van,2042
Vegetables,3060,crops,Large Pickup Truck,4765
Chickens,3070,livestock,Large Livestock Truck,3552
Meat,919,perishable goods,Medium Refrigerated Van,1298
Fresh Vegetables,1703,perishable goods,Small Refrigerated Truck,3320
Leafy Greens,10995,perishable goods,10 wheeler Reefer Truck,12866
Fruits,14176,crops,10 Wheeler Dump Truck,14512
Goats,7599,livestock,10 wheeler Livestock Truck,8766
Fresh Vegetables,1753,perishable goods,Small Refrigerated Truck,2635
Chickens,8220,livestock,10 wheeler Livestock Truck,8697
Rice,10356,crops,10 Wheeler Cargo Truck,12170
Frozen Fish,10190,perishable goods,10 wheeler Reefer Truck,12147
Rice,13255,crops,10 Wheeler Dump Truck,13952
Cows,10910,livestock,10 wheeler Livestock Truck,12389
Vegetables,11687,crops,10 Wheeler Cargo Truck,12256
Cows,3239,livestock,Large Livestock Truck,5084
Corn,12831,crops,10 Wheeler Dump Truck,14365
Meat,2718,perishable goods,Small Refrigerated Truck,4458
Corn,1084,crops,Large Multicab,2844
Goats,4129,livestock,Large Livestock Truck,5676
Rice,9926,crops,10 Wheeler Cargo Truck,10633
Milk,4880,perishable goods,Medium Refrigerated Truck,5121
Goats,2570,livestock,Medium Livestock Truck,4071
Goats,645,livestock,Small Livestock Truck,2464
Fresh Vegetables,8373,perishable goods,Large Refrigerated Truck,9780
Cows,11364,livestock,10 wheeler Livestock Truck,11533
Goats,8109,livestock,10 wheeler Livestock Truck,8321
Milk,1998,perishable goods,Small Refrigerated Truck,3128
Frozen Fish,706,perishable goods,Small Refrigerated Van,2075
Milk,4002,perishable goods,Medium Refrigerated Truck,5534
Pigs,7365,livestock,10 wheeler Livestock Truck,8513
Pigs,3616,livestock,Large Livestock Truck,5557
Eggs,4451,perishable goods,Medium Refrigerated Truck,6377
Cows,8977,livestock,10 wheeler Livestock Truck,9424
Goats,4926,livestock,Large Livestock Truck,5658
Meat,1515,perishable goods,Small Refrigerated Truck,3419
Chickens,11443,livestock,10 wheeler Livestock Truck,12746
Cows,9066,livestock,10 wheeler Livestock Truck,10917
Fruits,12005,crops,10 Wheeler Dump Truck,12611
Cows,8376,livestock,10 wheeler Livestock Truck,10270
Fruits,2630,crops,Elf Truck,4225
Vegetables,9271,crops,10 Wheeler Cargo Truck,9570
Pigs,9896,livestock,10 wheeler Livestock Truck,11244
Eggs,8578,perishable goods,Large Refrigerated Truck,9961
Fruits,12437,crops,10 Wheeler Dump Truck,13799
Cows,5538,livestock,Large Livestock Truck,5835
Frozen Fish,1913,perishable goods,Small Refrigerated Truck,2190
Meat,10521,perishable goods,10 wheeler Reefer Truck,11987
Meat,7902,perishable goods,Large Refrigerated Truck,8876
Fruits,13816,crops,10 Wheeler Dump Truck,14034
Frozen Fish,4909,perishable goods,Medium Refrigerated Truck,5830
Rice,643,crops,Small Multicab,1617
Milk,7151,perishable goods,Large Refrigerated Truck,8973
Leafy Greens,6438,perishable goods,Large Refrigerated Truck,7993
Vegetables,1227,crops,Large Multicab,2552
Meat,5420,perishable goods,Large Refrigerated Truck,6738
Leafy Greens,4186,perishable goods,Medium Refrigerated Truck,4719
Eggs,8557,perishable goods,Large Refrigerated Truck,9042
Chickens,10576,livestock,10 wheeler Livestock Truck,12005
Vegetables,2589,crops,Elf Truck,2754
Milk,1341,perishable goods,Large Refrigerated Van,2756
