Product Type,Product Weight (kg),Purpose,Vehicle Type
Rice,11080,crops,10 Wheeler Dump Truck
Fruits,3440,crops,Large Pickup Truck
Vegetables,1520,crops,Elf Truck
Frozen Fish,9221,perishable goods,10 wheeler Reefer Truck
Fruits,11250,crops,10 Wheeler Cargo Truck
Fruits,14080,crops,10 Wheeler Dump Truck
Corn,9140,crops,10 Wheeler Cargo Truck
Corn,6780,crops,Dropside Truck
Cows,5131,livestock,Large Livestock Truck
Corn,2900,crops,Large Pickup Truck
Rice,2930,crops,Large Pickup Truck
Corn,11920,crops,10 Wheeler Dump Truck
Rice,280,crops,Tricycle
Frozen Fish,8611,perishable goods,Large Refrigerated Truck
Fruits,10240,crops,10 Wheeler Cargo Truck
Fresh Vegetables,9151,perishable goods,10 wheeler Reefer Truck
Fruits,12270,crops,10 Wheeler Dump Truck
Rice,8670,crops,10 Wheeler Cargo Truck
Chickens,9321,livestock,10 wheeler Livestock Truck
Fruits,8010,crops,10 Wheeler Cargo Truck
Vegetables,4990,crops,Dropside Truck
Corn,11640,crops,10 Wheeler Cargo Truck
Vegetables,960,crops,Small Pickup Truck
Eggs,3761,perishable goods,Medium Refrigerated Truck
Cows,3431,livestock,Large Livestock Truck
Rice,11600,crops,10 Wheeler Cargo Truck
Goats,4161,livestock,Large Livestock Truck
Vegetables,8630,crops,Dropside Truck
Vegetables,7360,crops,Dropside Truck
Pigs,11291,livestock,10 wheeler Livestock Truck
Rice,1100,crops,Medium Pickup Truck
Rice,2340,crops,Large Pickup Truck
Rice,520,crops,Small Multicab
Corn,5090,crops,Dropside Truck
Rice,3660,crops,Heavy Duty Pickup Truck
Vegetables,10360,crops,10 Wheeler Cargo Truck
Vegetables,4630,crops,Dropside Truck
Goats,361,livestock,Small Livestock Truck
Vegetables,14770,crops,10 Wheeler Dump Truck
Rice,6520,crops,Dropside Truck
Corn,3100,crops,Elf Truck
Vegetables,1990,crops,Elf Truck
Cows,7561,livestock,10 wheeler Livestock Truck
Rice,3370,crops,Elf Truck
Corn,4320,crops,Heavy Duty Pickup Truck
Vegetables,1160,crops,Large Delivery Van
Vegetables,1550,crops,Large Delivery Van
Fruits,1980,crops,Elf Truck
Cows,10781,livestock,10 wheeler Livestock Truck
Fruits,1050,crops,Small Delivery Van
Milk,2331,perishable goods,Small Refrigerated Truck
Vegetables,5920,crops,Dropside Truck
Corn,13980,crops,10 Wheeler Dump Truck
Eggs,5861,perishable goods,Large Refrigerated Truck
Cows,3701,livestock,Large Livestock Truck
Pigs,301,livestock,Small Livestock Truck
Cows,11931,livestock,10 wheeler Livestock Truck
Rice,980,crops,Small Multicab
Pigs,3191,livestock,Large Livestock Truck
Pigs,8451,livestock,10 wheeler Livestock Truck
Fruits,550,crops,Small Delivery Van
Leafy Greens,2821,perishable goods,Small Refrigerated Truck
Fruits,2030,crops,Large Pickup Truck
Fresh Vegetables,5801,perishable goods,Large Refrigerated Truck
Leafy Greens,8831,perishable goods,Large Refrigerated Truck
Corn,1810,crops,Large Delivery Van
Pigs,9361,livestock,10 wheeler Livestock Truck
Chickens,4121,livestock,Large Livestock Truck
Chickens,11681,livestock,10 wheeler Livestock Truck
Fruits,6930,crops,Dropside Truck
Corn,2640,crops,Large Pickup Truck
Eggs,9231,perishable goods,10 wheeler Reefer Truck
Leafy Greens,1111,perishable goods,Medium Refrigerated Van
Cows,11211,livestock,10 wheeler Livestock Truck
Frozen Fish,8841,perishable goods,Large Refrigerated Truck
Goats,5641,livestock,Large Livestock Truck
Pigs,4801,livestock,Large Livestock Truck
Corn,1630,crops,Elf Truck
Goats,10711,livestock,10 wheeler Livestock Truck
Cows,3241,livestock,Large Livestock Truck
Meat,2231,perishable goods,Small Refrigerated Truck
Fruits,10730,crops,10 Wheeler Cargo Truck
Goats,3921,livestock,Large Livestock Truck
Pigs,5411,livestock,Large Livestock Truck
Pigs,9021,livestock,10 wheeler Livestock Truck
Fresh Vegetables,6741,perishable goods,Large Refrigerated Truck
Rice,13140,crops,10 Wheeler Dump Truck
Vegetables,4780,crops,Dropside Truck
Vegetables,2150,crops,Large Pickup Truck
Milk,4831,perishable goods,Medium Refrigerated Truck
Cows,5101,livestock,Large Livestock Truck
Fruits,10990,crops,10 Wheeler Cargo Truck
Pigs,4201,livestock,Large Livestock Truck
Pigs,7231,livestock,10 wheeler Livestock Truck
Corn,6470,crops,Dropside Truck
Chickens,10661,livestock,10 wheeler Livestock Truck
Corn,8180,crops,10 Wheeler Cargo Truck
Cows,1511,livestock,Medium Livestock Truck
Frozen Fish,11271,perishable goods,10 wheeler Reefer Truck
Corn,7120,crops,Dropside Truck
Goats,4671,livestock,Large Livestock Truck
Pigs,1731,livestock,Medium Livestock Truck
Rice,770,crops,Small Pickup Truck
Fruits,690,crops,Small Multicab
Vegetables,4300,crops,Heavy Duty Pickup Truck
Corn,8200,crops,Dropside Truck
Corn,3450,crops,Large Pickup Truck
Leafy Greens,3661,perishable goods,Medium Refrigerated Truck
Rice,3410,crops,Large Pickup Truck
Cows,8711,livestock,10 wheeler Livestock Truck
Frozen Fish,8791,perishable goods,Large Refrigerated Truck
Milk,5341,perishable goods,Large Refrigerated Truck
Fruits,11040,crops,10 Wheeler Cargo Truck
Rice,5500,crops,Dropside Truck
Vegetables,9340,crops,10 Wheeler Cargo Truck
Goats,11651,livestock,10 wheeler Livestock Truck
Pigs,11731,livestock,10 wheeler Livestock Truck
Leafy Greens,9201,perishable goods,10 wheeler Reefer Truck
Cows,10641,livestock,10 wheeler Livestock Truck
Milk,2081,perishable goods,Small Refrigerated Truck
Corn,13840,crops,10 Wheeler Dump Truck
Meat,7021,perishable goods,Large Refrigerated Truck
Chickens,281,livestock,Small Livestock Truck
Meat,1171,perishable goods,Medium Refrigerated Van
Frozen Fish,6991,perishable goods,Large Refrigerated Truck
Corn,2400,crops,Large Pickup Truck
Meat,6621,perishable goods,Large Refrigerated Truck
Fruits,13290,crops,10 Wheeler Dump Truck
Corn,3300,crops,Large Pickup Truck
Fruits,14150,crops,10 Wheeler Dump Truck
Fruits,14840,crops,10 Wheeler Dump Truck
Cows,2441,livestock,Medium Livestock Truck
Corn,4510,crops,Dropside Truck
Pigs,3871,livestock,Large Livestock Truck
Fruits,5820,crops,Dropside Truck
Corn,14590,crops,10 Wheeler Dump Truck
Corn,1500,crops,Elf Truck
Rice,4580,crops,Dropside Truck
Chickens,8551,livestock,10 wheeler Livestock Truck
Cows,10311,livestock,10 wheeler Livestock Truck
Milk,5231,perishable goods,Large Refrigerated Truck
Chickens,5711,livestock,Large Livestock Truck
Fresh Vegetables,2961,perishable goods,Small Refrigerated Truck
Chickens,9221,livestock,10 wheeler Livestock Truck
Vegetables,9620,crops,10 Wheeler Cargo Truck
Fruits,5470,crops,Dropside Truck
Corn,5230,crops,Dropside Truck
Milk,10021,perishable goods,10 wheeler Reefer Truck
Fresh Vegetables,9771,perishable goods,10 wheeler Reefer Truck
Goats,7691,livestock,10 wheeler Livestock Truck
Fruits,6040,crops,Dropside Truck
Rice,10350,crops,10 Wheeler Cargo Truck
Goats,10891,livestock,10 wheeler Livestock Truck
Rice,9360,crops,10 Wheeler Cargo Truck
Corn,730,crops,Small Delivery Van
Goats,7821,livestock,10 wheeler Livestock Truck
Milk,4781,perishable goods,Medium Refrigerated Truck
Fruits,7830,crops,Dropside Truck
Rice,310,crops,Tricycle
Goats,8091,livestock,10 wheeler Livestock Truck
Eggs,7421,perishable goods,Large Refrigerated Truck
Meat,261,perishable goods,Small Refrigerated Van
Goats,5481,livestock,Large Livestock Truck
Fruits,4600,crops,Dropside Truck
Meat,11681,perishable goods,10 wheeler Reefer Truck
Milk,3311,perishable goods,Medium Refrigerated Truck
Fresh Vegetables,9991,perishable goods,10 wheeler Reefer Truck
Frozen Fish,10641,perishable goods,10 wheeler Reefer Truck
Leafy Greens,11221,perishable goods,10 wheeler Reefer Truck
Rice,700,crops,Small Delivery Van
Corn,3070,crops,Large Pickup Truck
Rice,4180,crops,Heavy Duty Pickup Truck
Vegetables,11190,crops,10 Wheeler Dump Truck
Milk,8991,perishable goods,Large Refrigerated Truck
Corn,11850,crops,10 Wheeler Cargo Truck
Fruits,4350,crops,Heavy Duty Pickup Truck
Vegetables,9100,crops,10 Wheeler Cargo Truck
Vegetables,3220,crops,Large Pickup Truck
Cows,5441,livestock,Large Livestock Truck
Fresh Vegetables,5351,perishable goods,Large Refrigerated Truck
Goats,3381,livestock,Large Livestock Truck
Corn,11660,crops,10 Wheeler Cargo Truck
Leafy Greens,6911,perishable goods,Large Refrigerated Truck
Corn,1190,crops,Large Multicab
Corn,11860,crops,10 Wheeler Dump Truck
Fresh Vegetables,9721,perishable goods,10 wheeler Reefer Truck
Cows,11231,livestock,10 wheeler Livestock Truck
Goats,7971,livestock,10 wheeler Livestock Truck
Vegetables,11830,crops,10 Wheeler Dump Truck
Rice,8260,crops,Dropside Truck
Goats,311,livestock,Small Livestock Truck
Goats,2011,livestock,Medium Livestock Truck
Vegetables,990,crops,Small Multicab
Vegetables,880,crops,Small Delivery Van
Cows,5831,livestock,Large Livestock Truck
Corn,120,crops,Tricycle
Goats,5701,livestock,Large Livestock Truck
Meat,481,perishable goods,Small Refrigerated Van
Vegetables,13880,crops,10 Wheeler Dump Truck
Frozen Fish,7131,perishable goods,Large Refrigerated Truck
Rice,9280,crops,10 Wheeler Cargo Truck
Goats,351,livestock,Small Livestock Truck
Goats,2951,livestock,Medium Livestock Truck
Meat,11941,perishable goods,10 wheeler Reefer Truck
Rice,11790,crops,10 Wheeler Dump Truck
Corn,800,crops,Small Delivery Van
Cows,4571,livestock,Large Livestock Truck
Rice,12360,crops,10 Wheeler Dump Truck
Meat,7411,perishable goods,Large Refrigerated Truck
Milk,1831,perishable goods,Small Refrigerated Truck
Rice,3410,crops,Heavy Duty Pickup Truck
Rice,3120,crops,Large Pickup Truck
Rice,11190,crops,10 Wheeler Cargo Truck
Goats,6561,livestock,Large Livestock Truck
Fruits,13120,crops,10 Wheeler Dump Truck
Corn,11460,crops,10 Wheeler Dump Truck
Chickens,7101,livestock,10 wheeler Livestock Truck
Eggs,2611,perishable goods,Small Refrigerated Truck
Eggs,2051,perishable goods,Small Refrigerated Truck
Fruits,13580,crops,10 Wheeler Dump Truck
Rice,8180,crops,Dropside Truck
Rice,10670,crops,10 Wheeler Cargo Truck
Rice,8590,crops,10 Wheeler Cargo Truck
Goats,11171,livestock,10 wheeler Livestock Truck
Vegetables,11480,crops,10 Wheeler Dump Truck
Rice,7300,crops,Dropside Truck
Vegetables,8480,crops,10 Wheeler Cargo Truck
Goats,3741,livestock,Large Livestock Truck
Corn,6310,crops,Dropside Truck
Leafy Greens,8121,perishable goods,Large Refrigerated Truck
Corn,3480,crops,Large Pickup Truck
Frozen Fish,3261,perishable goods,Medium Refrigerated Truck
Corn,13200,crops,10 Wheeler Dump Truck
Corn,3000,crops,Elf Truck
Goats,9191,livestock,10 wheeler Livestock Truck
Pigs,6261,livestock,Large Livestock Truck
Corn,11610,crops,10 Wheeler Cargo Truck
Rice,2890,crops,Elf Truck
Pigs,1261,livestock,Small Livestock Truck
Frozen Fish,4731,perishable goods,Medium Refrigerated Truck
Cows,10961,livestock,10 wheeler Livestock Truck
Chickens,901,livestock,Small Livestock Truck
Meat,2431,perishable goods,Small Refrigerated Truck
Pigs,6841,livestock,Large Livestock Truck
Chickens,2971,livestock,Medium Livestock Truck
Rice,14350,crops,10 Wheeler Dump Truck
Corn,1910,crops,Elf Truck
Milk,1751,perishable goods,Small Refrigerated Truck
Chickens,7071,livestock,10 wheeler Livestock Truck
Fresh Vegetables,11411,perishable goods,10 wheeler Reefer Truck
Rice,2090,crops,Large Pickup Truck
Pigs,4311,livestock,Large Livestock Truck
Goats,9871,livestock,10 wheeler Livestock Truck
Fresh Vegetables,311,perishable goods,Small Refrigerated Van
Rice,13530,crops,10 Wheeler Dump Truck
Fresh Vegetables,2671,perishable goods,Small Refrigerated Truck
Rice,9560,crops,10 Wheeler Cargo Truck
Meat,4931,perishable goods,Medium Refrigerated Truck
Corn,10440,crops,10 Wheeler Cargo Truck
Cows,9761,livestock,10 wheeler Livestock Truck
Fruits,1030,crops,Small Delivery Van
Goats,9411,livestock,10 wheeler Livestock Truck
Rice,810,crops,Small Delivery Van
Rice,3470,crops,Large Pickup Truck
Chickens,3581,livestock,Large Livestock Truck
Cows,5841,livestock,Large Livestock Truck
Vegetables,2920,crops,Elf Truck
Cows,10481,livestock,10 wheeler Livestock Truck
Fresh Vegetables,81,perishable goods,Small Refrigerated Van
Leafy Greens,5791,perishable goods,Large Refrigerated Truck
Vegetables,2890,crops,Large Pickup Truck
Leafy Greens,4511,perishable goods,Medium Refrigerated Truck
Leafy Greens,11761,perishable goods,10 wheeler Reefer Truck
Chickens,2961,livestock,Medium Livestock Truck
Fruits,710,crops,Small Pickup Truck
Goats,5921,livestock,Large Livestock Truck
Rice,1160,crops,Medium Pickup Truck
Milk,9491,perishable goods,10 wheeler Reefer Truck
Chickens,5431,livestock,Large Livestock Truck
Leafy Greens,2971,perishable goods,Small Refrigerated Truck
Fresh Vegetables,501,perishable goods,Small Refrigerated Van
Rice,4960,crops,Dropside Truck
Corn,13470,crops,10 Wheeler Dump Truck
Frozen Fish,6121,perishable goods,Large Refrigerated Truck
Cows,11061,livestock,10 wheeler Livestock Truck
Vegetables,8540,crops,Dropside Truck
Pigs,7681,livestock,10 wheeler Livestock Truck
Milk,10361,perishable goods,10 wheeler Reefer Truck
Fresh Vegetables,6451,perishable goods,Large Refrigerated Truck
Milk,10591,perishable goods,10 wheeler Reefer Truck
Vegetables,7090,crops,Dropside Truck
Fruits,6830,crops,Dropside Truck
Fruits,12890,crops,10 Wheeler Dump Truck
Fresh Vegetables,9281,perishable goods,10 wheeler Reefer Truck
Vegetables,8020,crops,Dropside Truck
Milk,2641,perishable goods,Small Refrigerated Truck
Vegetables,1970,crops,Large Delivery Van
Goats,9051,livestock,10 wheeler Livestock Truck
Chickens,7961,livestock,10 wheeler Livestock Truck
Rice,13870,crops,10 Wheeler Dump Truck
Vegetables,5460,crops,Dropside Truck
Pigs,1241,livestock,Small Livestock Truck
Eggs,7741,perishable goods,Large Refrigerated Truck
Chickens,8481,livestock,10 wheeler Livestock Truck
Goats,411,livestock,Small Livestock Truck
Pigs,8571,livestock,10 wheeler Livestock Truck
Fruits,2770,crops,Large Pickup Truck
Chickens,8161,livestock,10 wheeler Livestock Truck
Vegetables,8710,crops,Dropside Truck
Fruits,8650,crops,Dropside Truck
Leafy Greens,1021,perishable goods,Medium Refrigerated Van
Meat,6271,perishable goods,Large Refrigerated Truck
Vegetables,870,crops,Small Delivery Van
Rice,12570,crops,10 Wheeler Dump Truck
Pigs,1131,livestock,Small Livestock Truck
Goats,2341,livestock,Medium Livestock Truck
Corn,4640,crops,Dropside Truck
Cows,11571,livestock,10 wheeler Livestock Truck
Corn,1260,crops,Large Delivery Van
Goats,8121,livestock,10 wheeler Livestock Truck
Rice,2960,crops,Large Pickup Truck
Chickens,9581,livestock,10 wheeler Livestock Truck
Vegetables,6680,crops,Dropside Truck
Pigs,8191,livestock,10 wheeler Livestock Truck
Rice,8810,crops,10 Wheeler Cargo Truck
Eggs,10281,perishable goods,10 wheeler Reefer Truck
Chickens,7651,livestock,10 wheeler Livestock Truck
Cows,51,livestock,Small Livestock Truck
Fruits,2680,crops,Large Pickup Truck
Milk,21,perishable goods,Small Refrigerated Van
Cows,2611,livestock,Medium Livestock Truck
Pigs,771,livestock,Small Livestock Truck
Corn,13670,crops,10 Wheeler Dump Truck
Corn,14200,crops,10 Wheeler Dump Truck
Leafy Greens,3081,perishable goods,Medium Refrigerated Truck
Chickens,3721,livestock,Large Livestock Truck
Goats,8511,livestock,10 wheeler Livestock Truck
Rice,1120,crops,Large Multicab
Corn,13920,crops,10 Wheeler Dump Truck
Vegetables,12810,crops,10 Wheeler Dump Truck
Fruits,5730,crops,Dropside Truck
Vegetables,1110,crops,Small Delivery Van
Corn,9590,crops,10 Wheeler Cargo Truck
Vegetables,9610,crops,10 Wheeler Cargo Truck
Leafy Greens,9831,perishable goods,10 wheeler Reefer Truck
Pigs,5091,livestock,Large Livestock Truck
Corn,4460,crops,Dropside Truck
Cows,6491,livestock,Large Livestock Truck
Cows,6451,livestock,Large Livestock Truck
Corn,3750,crops,Heavy Duty Pickup Truck
Fruits,3430,crops,Large Pickup Truck
Milk,7191,perishable goods,Large Refrigerated Truck
Milk,6701,perishable goods,Large Refrigerated Truck
Vegetables,14140,crops,10 Wheeler Dump Truck
Chickens,3341,livestock,Large Livestock Truck
Pigs,6001,livestock,Large Livestock Truck
Goats,5071,livestock,Large Livestock Truck
Pigs,6321,livestock,Large Livestock Truck
Milk,11391,perishable goods,10 wheeler Reefer Truck
Corn,11470,crops,10 Wheeler Cargo Truck
Chickens,6641,livestock,Large Livestock Truck
Corn,8910,crops,10 Wheeler Cargo Truck
Leafy Greens,7011,perishable goods,Large Refrigerated Truck
Fruits,5480,crops,Dropside Truck
Corn,500,crops,Small Multicab
Leafy Greens,4691,perishable goods,Medium Refrigerated Truck
Fresh Vegetables,4121,perishable goods,Medium Refrigerated Truck
Vegetables,13360,crops,10 Wheeler Dump Truck
Vegetables,14660,crops,10 Wheeler Dump Truck
Fruits,14540,crops,10 Wheeler Dump Truck
Corn,12800,crops,10 Wheeler Dump Truck
Corn,11060,crops,10 Wheeler Dump Truck
Rice,8830,crops,Dropside Truck
Pigs,6171,livestock,Large Livestock Truck
Corn,1480,crops,Large Multicab
Rice,14060,crops,10 Wheeler Dump Truck
Fruits,9000,crops,10 Wheeler Cargo Truck
Rice,750,crops,Small Pickup Truck
Cows,10441,livestock,10 wheeler Livestock Truck
Rice,11180,crops,10 Wheeler Cargo Truck
Cows,5001,livestock,Large Livestock Truck
Chickens,5751,livestock,Large Livestock Truck
Vegetables,1620,crops,Elf Truck
Fruits,1170,crops,Small Delivery Van
Corn,11380,crops,10 Wheeler Dump Truck
Rice,9370,crops,10 Wheeler Cargo Truck
Rice,31,crops,Motorcycle with Box
Corn,10640,crops,10 Wheeler Cargo Truck
Vegetables,12580,crops,10 Wheeler Dump Truck
Rice,2630,crops,Large Pickup Truck
Cows,11331,livestock,10 wheeler Livestock Truck
Pigs,8601,livestock,10 wheeler Livestock Truck
Meat,1481,perishable goods,Large Refrigerated Van
Pigs,8761,livestock,10 wheeler Livestock Truck
Corn,14490,crops,10 Wheeler Dump Truck
Goats,8881,livestock,10 wheeler Livestock Truck
Rice,11640,crops,10 Wheeler Dump Truck
Rice,8660,crops,Dropside Truck
Eggs,9741,perishable goods,10 wheeler Reefer Truck
Corn,10860,crops,10 Wheeler Cargo Truck
Cows,2541,livestock,Medium Livestock Truck
Chickens,9141,livestock,10 wheeler Livestock Truck
Goats,7611,livestock,10 wheeler Livestock Truck
Milk,10091,perishable goods,10 wheeler Reefer Truck
Fruits,1610,crops,Elf Truck
Meat,4881,perishable goods,Medium Refrigerated Truck
Fruits,710,crops,Small Delivery Van
Chickens,7041,livestock,10 wheeler Livestock Truck
Pigs,751,livestock,Small Livestock Truck
Frozen Fish,331,perishable goods,Small Refrigerated Van
Cows,6791,livestock,Large Livestock Truck
Corn,9980,crops,10 Wheeler Cargo Truck
Eggs,10731,perishable goods,10 wheeler Reefer Truck
Fruits,1030,crops,Small Pickup Truck
Rice,6860,crops,Dropside Truck
Fruits,51,crops,Motorcycle with Box
Goats,2591,livestock,Medium Livestock Truck
Milk,3091,perishable goods,Medium Refrigerated Truck
Vegetables,9180,crops,10 Wheeler Cargo Truck
Eggs,4361,perishable goods,Medium Refrigerated Truck
Vegetables,11740,crops,10 Wheeler Cargo Truck
Pigs,2901,livestock,Medium Livestock Truck
Cows,2831,livestock,Medium Livestock Truck
Meat,11751,perishable goods,10 wheeler Reefer Truck
Meat,2381,perishable goods,Small Refrigerated Truck
Frozen Fish,2281,perishable goods,Small Refrigerated Truck
Fresh Vegetables,8681,perishable goods,Large Refrigerated Truck
Eggs,11231,perishable goods,10 wheeler Reefer Truck
Cows,11051,livestock,10 wheeler Livestock Truck
Eggs,5841,perishable goods,Large Refrigerated Truck
Vegetables,2720,crops,Large Pickup Truck
Eggs,11801,perishable goods,10 wheeler Reefer Truck
